type,entity_name,entity_number,CMS number,frn,location_id,address_primary,city,state,zip_code,longitude,latitude,explanation,need,availability
S,PARKSIDE ELEMENTARY SCHOOL,48138,,,1364882302,6845 SOM CENTER RD,SOLON,OH,44139,-81.43522691,41.37292936,,,
S,PARKSIDE ELEMENTARY SCHOOL,17023689,,,1006097584,12428 CONCORD HAMBDEN RD,CONCORD TWP,OH,44077,-81.14880736,41.66546451,,,
S,PARKVIEW EARLY EDUCATION CENTER,,,,1364840012,21620 MASTICK RD,FAIRVIEW PARK,OH,44126,-81.86133376,41.42694714,,,1000
S,PARKVIEW ELEMENTARY SCHOOL,49033,,2921484,1004139480,773 PARKVIEW DR,WOOSTER,OH,44691,-81.95269938,40.8071695,,,
S,PARKWAY ELEMENTARY SCHOOL,,,,1288127404,400 BUCKEYE ST,ROCKFORD,OH,45882,-84.6511087,40.68323423,,,1000
S,PARKWAY HIGH SCHOOL,,,,1288127404,400 BUCKEYE ST,ROCKFORD,OH,45882,-84.65111902,40.68324526,,,1000
S,PARKWAY MIDDLE SCHOOL,,,,1288127404,400 BUCKEYE ST,ROCKFORD,OH,45882,-84.65140064,40.68334466,,,1000
S,PARKWOOD ELEMENTARY SCHOOL,50468,,,1005399489,1791 WILENE DR,BEAVERCREEK,OH,45432,-84.09965911,39.74425009,,,1000
S,PARMA HIGH SCHOOL,48036,,,1365237210,6285 W 54TH ST,PARMA,OH,44129,-81.72076185,41.39255874,,,1000
S,PARMA PARK ELEMENTARY SCHOOL,,,,1365181613,6800 COMMONWEALTH BLVD,PARMA HEIGHTS,OH,44130,-81.77161792,41.38013639,,,1000
S,PARSONS ELEMENTARY SCHOOL,,,,1320925706,3231 LEE ELLEN PL,COLUMBUS,OH,43207,-82.98969156,39.89635625,,,1000
S,PATASKALA ELEMENTARY SCHOOL,45979,,12996641,1005553235,395 S HIGH ST,PATASKALA,OH,43062,-82.67816326,39.99454895,,,
S,PATHWAY SCHOOL OF DISCOVERY,16020780,,,1335383280,173 AVONDALE DR,DAYTON,OH,45404,-84.15623148,39.79520828,,,1000
S,PATRICK HENRY ELEMENTARY SCHOOL,17009979,,,1399913538,E076 COUNTY ROAD 7,HAMLER,OH,43524,-83.99682405,41.22676664,,,
S,PATRICK HENRY HIGH SCHOOL,46781,,13043856,1288068772,6900 STATE ROUTE 18,HAMLER,OH,43524,-83.99592778,41.225943,,,1000
S,PATRICK HENRY MIDDLE SCHOOL,46780,,13043864,1399913538,E050 COUNTY ROAD 7,HAMLER,OH,43524,-83.99574065,41.22601306,,,1000
S,PATRICK HENRY SCHOOL,47785,,13147103,1365113503,11901 DURANT AVE,CLEVELAND,OH,44108,-81.60689716,41.53027449,,,1000
S,PATRIOT PREPARATORY ACADEMY,46444,,,1320624157,4938 BEATRICE DR,COLUMBUS,OH,43227,-82.8639591,39.94899139,,,1000
S,PATTISON ELEMENTARY SCHOOL,16020711,,,1309442924,5330 S MILFORD RD,MILFORD,OH,45150,-84.29188911,39.15863217,,,
S,PAUL C BUNN ELEMENTARY SCHOOL,,,,1006470857,1825 SEQUOYA DR,YOUNGSTOWN,OH,44514,-80.62369934,41.04770622,,,
S,PAUL C BUNN ELEMENTARY SCHOOL,,,,1006470857,1825 SEQUOYA DR,YOUNGSTOWN,OH,44514,-80.62369934,41.04770622,,,
S,PAUL L DUNBAR ELEMENTARY SCHOOL,,,,1364824161,2159 WEST 29TH,CLEVELAND,OH,44113,-81.70722315,41.48302749,,,1000
S,PAULDING ELEMENTARY SCHOOL,51007,,,1288101280,405 N WATER ST,PAULDING,OH,45879,-84.57797069,41.13990201,,,1000
S,PAULDING HIGH SCHOOL,51007,,,1288101280,405 N WATER ST,PAULDING,OH,45879,-84.57724891,41.14104184,,,1000
S,PAULDING MIDDLE SCHOOL,51007,,,1288101280,405 N WATER ST,PAULDING,OH,45879,-84.57724843,41.14104465,,,1000
S,PAYNE ELEMENTARY SCHOOL,51010,,12525994,1288103970,501 W TOWNLINE ST,PAYNE,OH,45880,-84.73335772,41.07781739,,,
S,PEEBLES ELEMENTARY SCHOOL,,,,1399666854,700 INDIAN DR,PEEBLES,OH,45660,-83.41133333,38.95180893,,,
S,PEEBLES HIGH SCHOOL,,,,1001094395,25719 STATE ROUTE 41,PEEBLES,OH,45660,-83.41610098,38.94065918,,,
S,PENNYROYAL ELEMENTARY SCHOOL,49386,,2993533,1307762827,4203 PENNYROYAL RD,FRANKLIN,OH,45005,-84.27441227,39.57944587,,,
S,PENTA CAREER CENTER - ON CAMPUS,129294,,13099262,1314835726,9301 BUCK RD,PERRYSBURG,OH,43551,-83.57138291,41.58381311,,,1000
S,PENTA SATELLITE,129294,,13099262,1314835726,9301 BUCK RD,PERRYSBURG,OH,43551,-83.5714065,41.58393583,,,1000
S,PERFORMANCE ACADEMY EASTLAND,16050070,,18472852,1320591678,2220 S HAMILTON RD,COLUMBUS,OH,43232,-82.8787479,39.92857288,,,
S,PERKINS HIGH SCHOOL,49298,,,1298132780,3714 CAMPBELL ST,SANDUSKY,OH,44870,-82.70201137,41.41298407,,,1000
S,PERRIN WOODS ELEMENTARY SCHOOL,50548,,,1314126568,431 W JOHN ST,SPRINGFIELD,OH,45506,-83.82240532,39.90223903,,,1000
S,PERRY ELEMENTARY SCHOOL,47062,,,1004444024,6975 EAST PIKE,ZANESVILLE,OH,43701,-81.85933433,39.97121996,,,
S,PERRY ELEMENTARY SCHOOL,50871,,,1003777211,2770 E BREESE RD,LIMA,OH,45806,-84.05268672,40.68720861,,,1000
S,PERRY ELEMENTARY SCHOOL,47609,,,1398926725,1 LEARNING LN,PERRY,OH,44081,-81.13528964,41.77086761,,,
S,PERRY ELEMENTARY SCHOOL,47609,,,1398926725,1 LEARNING LN,PERRY,OH,44081,-81.13528964,41.77086761,,,
S,PERRY HIGH SCHOOL,16068745,,,1006093066,1 SUCCESS BLVD,PERRY,OH,44081,-81.1399504,41.77428208,,,
S,PERRY HIGH SCHOOL,48922,,13044102,1007100584,3737 13TH ST SW,MASSILLON,OH,44646,-81.46303276,40.78908275,,,1000
S,PERRY HIGH SCHOOL,50871,,,1003777211,2770 E BREESE RD,LIMA,OH,45806,-84.05435334,40.68693685,,,1000
S,PERRY MIDDLE SCHOOL,47610,,,1398926725,2 LEARNING LN,PERRY,OH,44081,-81.13690139,41.77305632,,,
S,PERRYSBURG HIGH SCHOOL,,,,1314838402,13385 ROACHTON RD,PERRYSBURG,OH,43551,-83.65318343,41.51955891,,,1000
S,PERRYSBURG JUNIOR HIGH SCHOOL,46832,,,1314812459,550 E SOUTH BOUNDARY ST,PERRYSBURG,OH,43551,-83.60939828,41.54888387,,,1000
S,PERRYSBURG PRESCHOOL,46808,,,1007358995,102 E BROADWAY ST,MAUMEE,OH,43537,-83.65205481,41.56061106,,,1000
S,PETTISVILLE ELEMENTARY SCHOOL,,,,1001304927,232 SUMMIT ST,PETTISVILLE,OH,43553,-84.22797534,41.5302763,,,1000
S,PETTISVILLE HIGH SCHOOL,,,,1001304927,232 SUMMIT ST,PETTISVILLE,OH,43553,-84.22721273,41.53020066,,,1000
S,PFEIFFER ELEMENTARY SCHOOL,48518,,,1007652765,2081 9TH ST SW,AKRON,OH,44314,-81.55262938,41.0468614,,,1000
S,PFEIFFER ELEMENTARY SCHOOL,48518,,,1007652765,2081 9TH ST SW,AKRON,OH,44314,-81.55262938,41.0468614,,,1000
S,PFEIFFER INTERMEDIATE SCHOOL,48928,,13044227,1007100527,4315 13TH ST SW,MASSILLON,OH,44646,-81.45317227,40.78773082,,,1000
S,PHILLIPS ELEMENTARY SCHOOL,50791,,12686838,1004672162,300 PIKE ST,MARIETTA,OH,45750,-81.43704222,39.41531199,,,
S,PHILO HIGH SCHOOL,47139,,11972999,1004449640,4000 MILLERS LN,DUNCAN FALLS,OH,43734,-81.91088685,39.88404197,,,
S,PHILO JUNIOR HIGH SCHOOL,47140,,11973260,1004450949,225 MARKET ST,PHILO,OH,43771,-81.91097124,39.86195662,,,
S,PHOENIX COMMUNITY LEARNING CTR,,,,1317751656,3595 WASHINGTON AVE,CINCINNATI,OH,45229,-84.49559319,39.14827298,,,1000
S,PHOENIX MIDDLE SCHOOL,17034055,,,1320814625,2341 SNOUFFER RD,WORTHINGTON,OH,43085,-83.05029401,40.10262244,,,
S,PICKAWAY ELEMENTARY SCHOOL,46105,,,1001935380,28158 KINGSTON PIKE,CIRCLEVILLE,OH,43113,-82.93329155,39.51944968,,,
S,PICKAWAY-ROSS CAREER & TECHNOLOGY CENTER,17010268,,12261301,1003333382,895 CROUSE CHAPEL RD,CHILLICOTHE,OH,45601,-82.961471,39.44007475,,,
S,PICKERINGTON ALTERNATIVE SCHOOL,17033834,,,1400063345,7800 REFUGEE RD,PICKERINGTON,OH,43147,-82.73288543,39.90992162,,,1000
S,PICKERINGTON ELEMENTARY SCHOOL,46192,,,1312749633,775 LONG RD,PICKERINGTON,OH,43147,-82.77607982,39.88876083,,,1000
S,PICKERINGTON HIGH SCHOOL CENTRAL,46195,,,1312721671,300 OPPORTUNITY WAY,PICKERINGTON,OH,43147,-82.75572081,39.87657465,,,
S,PICKERINGTON HIGH SCHOOL NORTH,17033834,,,1400063345,7800 REFUGEE RD,PICKERINGTON,OH,43147,-82.73413088,39.90947591,,,1000
S,PICKERINGTON LAKEVIEW JUNIOR HIGH,,,,1400061400,12445 AULT RD,PICKERINGTON,OH,43147,-82.73110184,39.91357542,,,1000
S,PICKERINGTON RIDGEVIEW JUNIOR HIGH SCHOOL,,,,1312766274,130 HILL RD S,PICKERINGTON,OH,43147,-82.75791482,39.88223668,,,
S,PICKETT ELEMENTARY SCHOOL,46926,,11913266,1007286143,1144 BLUM ST,TOLEDO,OH,43607,-83.57103409,41.64683594,,,1000
S,PIKE ELEMENTARY SCHOOL,47100,,,1294440680,4533 PETERS CREEK RD,CAMBRIDGE,OH,43725,-81.65795568,40.01258329,,,
S,PIKE-DELTA-YORK HIGH SCHOOL,46760,,,1001311840,605 TAYLOR ST,DELTA,OH,43515,-84.00000574,41.58270905,,,1000
S,PIKE-DELTA-YORK MIDDLE SCHOOL,,,,1001312098,1101 PANTHER PRIDE DR,DELTA,OH,43515,-83.9944043,41.58053684,,,1000
S,PIKETON JR/SR HIGH SCHOOL,,,,1001328789,1414 PIKETON RD,PIKETON,OH,45661,-83.02264648,39.06443044,,,
S,PINE SCHOOL,47562,,2912830,1364910506,4267 DOVER CENTER RD,NORTH OLMSTED,OH,44070,-81.91993652,41.42790519,,,1000
S,PINNACLE ACADEMY,16027295,,,1365240661,860 E 222ND ST,EUCLID,OH,44123,-81.52761112,41.59087851,,,1000
S,PIONEER CAREER & TECHNOLOGY,17008827,,12947347,1313607283,27 RYAN RD,SHELBY,OH,44875,-82.67079556,40.90305717,,,
S,PIQUA CENTRAL INTERMEDIATE SCHOOL,16085666,,2993160,1003906595,807 NICKLIN AVE,PIQUA,OH,45356,-84.25093048,40.15701801,,,1000
S,PIQUA HIGH SCHOOL,50193,,2993160,1003898294,1 INDIAN TRL,PIQUA,OH,45356,-84.20733411,40.16407603,,,1000
S,PIQUA JUNIOR HIGH SCHOOL,211097,,2993160,1003905579,1 TOMAHAWK TRL,PIQUA,OH,45356,-84.20413395,40.16365591,,,1000
S,PLAIN CITY ELEMENTARY SCHOOL,,,,1399461110,580 S CHILLICOTHE ST,PLAIN CITY,OH,43064,-83.27066709,40.10889211,,,1000
S,PLEASANT ELEMENTARY SCHOOL,49265,,10762520,1003036524,16 S PLEASANT ST,NORWALK,OH,44857,-82.62243119,41.23765063,,,1000
S,PLEASANT ELEMENTARY SCHOOL,46536,,,1294524700,1105 OWENS RD W,MARION,OH,43302,-83.13738531,40.51635522,,,
S,PLEASANT HIGH SCHOOL,,,,1294524700,1101 OWENS RD W,MARION,OH,43302,-83.13616732,40.51947659,,,
S,PLEASANT HILL ACADEMY,,,,1317809620,1350 W NORTH BEND RD,CINCINNATI,OH,45224,-84.54047714,39.20378154,,,1000
S,PLEASANT MIDDLE SCHOOL,,,,1294524700,3507 SMELTZER RD,MARION,OH,43302,-83.13621225,40.51953473,,,
S,PLEASANT RIDGE MONTESSORI SCHOOL,,,,1317687777,5945 MONTGOMERY RD,CINCINNATI,OH,45213,-84.43210256,39.18132456,,,1000
S,PLEASANT RIDGE MONTESSORI SCHOOL,,,,1317687777,5945 MONTGOMERY RD,CINCINNATI,OH,45213,-84.43210256,39.18132456,,,1000
S,PLEASANT RUN ELEMENTARY SCHOOL,,,,1317716530,11780 PIPPIN RD,CINCINNATI,OH,45231,-84.5649852,39.29677984,,,1000
S,PLEASANT RUN MIDDLE SCHOOL,49894,,,1317716549,11770 PIPPIN RD,CINCINNATI,OH,45231,-84.56984238,39.29753771,,,1000
S,PLEASANT STREET ELEMENTARY SCHOOL,45927,,13062377,1003170014,305 E PLEASANT ST,MOUNT VERNON,OH,43050,-82.47742962,40.39831389,,,
S,PLEASANT VALLEY ELEMENTARY SCHOOL,48058,,,1365092125,9906 W PLEASANT VALLEY RD,PARMA,OH,44130,-81.75405191,41.36515093,,,1000
S,PLEASANT VIEW MIDDLE SCHOOL,,,,1320949785,7255 KROPP RD,GROVE CITY,OH,43123,-83.18554633,39.87479219,,,
S,PLEASANTVILLE ELEMENTARY SCHOOL,,,,1312713120,300 W. COLUMBUS STREET,PLEASANTVILLE,OH,43148,-82.52569204,39.80876734,,,
S,PLYMOUTH HIGH SCHOOL,,,,1313637933,400 TRUX ST,PLYMOUTH,OH,44865,-82.66730359,40.99581715,,,
S,POINTVIEW ELEMENTARY SCHOOL,46047,,,1320840043,720 POINTVIEW DR,WESTERVILLE,OH,43081,-82.91297406,40.10612717,,,1000
S,POLAND MIDDLE SCHOOL,48798,,,1006573441,47 COLLEGE ST,POLAND,OH,44514,-80.61482393,41.02051644,,,
S,POLAND SEMINARY HIGH SCHOOL,48803,,,1006604597,3199 DOBBINS RD,POLAND,OH,44514,-80.59080617,41.00464708,,,
S,POLAND UNION ELEMENTARY SCHOOL,48800,,,1006494454,30 RIVERSIDE DR,POLAND,OH,44514,-80.60723708,41.02303635,,,1000
S,POLARIS CAREER CENTER,48047,,2943157,1364968283,7285 OLD OAK BLVD,MIDDLEBURG HEIGHTS,OH,44130,-81.84128062,41.3710207,,,1000
S,PORT CLINTON HIGH SCHOOL,46704,,13356225,1298252878,821 JEFFERSON ST,PORT CLINTON,OH,43452,-82.93729865,41.50369708,,,
S,PORT CLINTON MIDDLE SCHOOL,46701,,13356225,1298252878,807 JEFFERSON ST,PORT CLINTON,OH,43452,-82.94019686,41.50840769,,,
S,PORT WASHINGTON ELEMENTARY SCHOOL,,,,1004709180,304 E ARCH ST,PORT WASHINGTON,OH,43837,-81.51987712,40.3316439,,,
S,PORTAGE COLLAB MONTESSORI MIDDLE SCHOOL,16035027,,,1007049408,1000 55TH ST NE,CANTON,OH,44721,-81.36208526,40.85955495,,,1000
S,PORTAGE LAKES CAREER CENTER,17023277,,29577830,1007685072,4401 SHRIVER RD,UNIONTOWN,OH,44685,-81.47186526,40.94312624,,,
S,PORTAGE PATH COMMUNITY LEARNING CENTER,48437,,,1007650762,55 S PORTAGE PATH,AKRON,OH,44303,-81.54444935,41.09552507,,,1000
S,PORTSMOUTH ELEMENTARY,,,,1004178938,514 UNION ST,PORTSMOUTH,OH,45662,-82.98716019,38.7341152,,,
S,PORTSMOUTH JUNIOR HIGH SCHOOL/PORTSMOUTH HIGH SCHOOL,50675,,13044920,1004179882,1225 GALLIA ST,PORTSMOUTH,OH,45662,-82.98840851,38.73588922,,,
S,PORTSMOUTH WEST ELEMENTARY SCHOOL,,,,1004194561,15332A US HIGHWAY 52,WEST PORTSMOUTH,OH,45663,-83.05360396,38.71348626,,,
S,PORTSMOUTH WEST HIGH SCHOOL,130051,,12282489,1004193980,15332 US HIGHWAY 52,WEST PORTSMOUTH,OH,45663,-83.05213266,38.71566651,,,
S,PORTSMOUTH WEST MIDDLE SCHOOL,,,,1004194561,15332 US HIGHWAY 52 UNIT B,WEST PORTSMOUTH,OH,45663,-83.05171815,38.71280214,,,
S,POSSUM ELEMENTARY SCHOOL,,,,1314169373,2589 S YELLOW SPRINGS RD,SPRINGFIELD,OH,45506,-83.83863002,39.88636128,,,
S,POWERS ELEMENTARY SCHOOL,47319,,,1350246805,393 S LAKE ST,AMHERST,OH,44001,-82.22076586,41.40348348,,,
S,POWHATAN ELEMENTARY SCHOOL,,,,1316016576,54685 MOUNT VICTORY RD,POWHATAN POINT,OH,43942,-80.80602552,39.85937823,,,1000
S,POWHATAN ELEMENTARY SCHOOL,,,,1316016576,54685 MOUNT VICTORY RD,POWHATAN POINT,OH,43942,-80.80602552,39.85937823,,,1000
S,PRAIRIE LINCOLN ELEMENTARY SCHOOL,46450,,12996161,1320712639,4900 AMESBURY WAY,COLUMBUS,OH,43228,-83.13280033,39.95799468,,,1000
S,PRAIRIE LINCOLN ELEMENTARY SCHOOL,46450,,12996161,1320712639,4900 AMESBURY WAY,COLUMBUS,OH,43228,-83.13280033,39.95799468,,,1000
S,PRAIRIE NORTON ELEMENTARY SCHOOL,,,,1320715952,105 NORTON RD,COLUMBUS,OH,43228,-83.14188189,39.94786123,,,1000
S,PRAIRIE RUN ELEMENTARY SCHOOL,,,,1005891406,701 N MILLER DR,SUNBURY,OH,43074,-82.8575074,40.24574191,,,
S,PRASS ELEMENTARY SCHOOL,,,,1335312534,2601 PARKLAWN DR,KETTERING,OH,45440,-84.11731729,39.67871367,,,1000
S,PREBLE SHAWNEE HIGH SCHOOL/JUNIOR HIGH SCHOOL,50094,,13662770,1001652242,5495 SOMERS GRATIS RD,CAMDEN,OH,45311,-84.55499743,39.62731094,,,
S,PRESCHOOL AT BUCKEYE TRAIL HIGH SCHOOL,47138,,13704333,1294455437,65555 WINTERGREEN RD,LORE CITY,OH,43755,-81.44610112,40.04607802,,,1000
S,PRESCHOOL AT GREEN HIGH SCHOOL,,,,1004154463,4057 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,-82.84445245,38.61944093,,,
S,PRESCHOOL AT GREENVILLE SENIOR HIGH SCHOOL,50147,,2917391,1002058714,100 GREENWAVE WAY,GREENVILLE,OH,45331,-84.63317836,40.11487431,,,
S,PRESCHOOL AT JONES LEADERSHIP ACADEMY,46945,,11907987,1007254068,430 NEBRASKA AVE,TOLEDO,OH,43604,-83.5535163,41.64600272,,,1000
S,PRESCHOOL AT NORTH HIGH SCHOOL,48472,,,1007756412,985 GORGE BLVD,AKRON,OH,44310,-81.4979146,41.10422101,,,1000
S,PRESCHOOL AT SYLVANIA NORTHVIEW HIGH SCHOOL,46859,,,1007241442,5403 SILICA DR,SYLVANIA,OH,43560,-83.71042856,41.7128309,,,1000
S,PRESCHOOL AT TRI-VILLAGE HIGH SCHOOL,16085359,,,1002066782,315 S MAIN ST,NEW MADISON,OH,45346,-84.71072205,39.96444144,,,
S,PRESCHOOL AT WARREN G. HARDING HIGH SCHOOL,48700,,,1399589279,860 ELM RD NE,WARREN,OH,44483,-80.80460573,41.24228164,,,
S,PRESCHOOL AT WESTGATE MIDDLE SCHOOL,47228,,,1005417848,810 W 8TH ST,EAST LIVERPOOL,OH,43920,-80.58917676,40.6243303,,,
S,PRESTON ELEMENTARY SCHOOL,48265,,,1007629265,800 TALLMADGE RD,CUYAHOGA FALLS,OH,44221,-81.47222173,41.12464577,,,1000
S,PRIMARY ELEMENTARY SCHOOL,,,,1002417847,478 PORTLAND WAY N,GALION,OH,44833,-82.80627842,40.74193164,,,
S,PRINCETON COMMUNITY MIDDLE SCHOOL,,,,1317778424,200 VIKING WAY,CINCINNATI,OH,45246,-84.44717965,39.27430334,,,
S,PRINCETON HIGH SCHOOL,,,,1317778424,100 VIKING WAY,CINCINNATI,OH,45246,-84.44304886,39.27217942,,,
S,PRINCETON INNOVATION CENTER,49986,,11777158,1317531711,3900 COTTINGHAM DR,CINCINNATI,OH,45241,-84.40007799,39.29625164,,,1000
S,PRIORITY HIGH SCHOOL,17021327,,28270593,1399257807,2945 GILBERT AVE,CINCINNATI,OH,45206,-84.48816114,39.13308874,,,1000
S,PROMISE ACADEMY,17007752,,25428152,1365262791,1701 E 13TH ST,CLEVELAND,OH,44114,-81.66647123,41.50768081,,,1000
S,PROSPECT ACADEMY,47850,,,1365072947,1843 STANWOOD RD,EAST CLEVELAND,OH,44112,-81.58841406,41.52150265,,,
S,PROSPECT ELEMENTARY SCHOOL,48593,,,1356102296,700 E PROSPECT ST,GIRARD,OH,44420,-80.68766159,41.15876444,,,
S,PROSPECT ELEMENTARY SCHOOL,47444,,,1350248922,1410 PROSPECT ST,ELYRIA,OH,44035,-82.08667035,41.35519068,,,1000
S,PROSPECT ELEMENTARY SCHOOL,,,,1350199105,36 S PROSPECT ST,OBERLIN,OH,44074,-82.22900465,41.2909163,,,
S,PROSPECT ELEMENTARY SCHOOL,,,,1313612485,485 GILBERT AVE,MANSFIELD,OH,44907,-82.52014342,40.74553407,,,
S,PUGLIESE ELEMENTARY WEST,47276,,,1004339697,435 JOHN SCOTT HWY CONNECTOR,STEUBENVILLE,OH,43952,-80.66735206,40.37969366,,,
S,PUGLIESE ELEMENTARY WEST,47276,,,1004339697,435 JOHN SCOTT HWY CONNECTOR,STEUBENVILLE,OH,43952,-80.66735206,40.37969366,,,
S,PUT-IN-BAY ELEMENTARY SCHOOL,,,,1298293285,548 CATAWBA AVE,PUT-IN-BAY,OH,43456,-82.82111454,41.65066477,,,
S,PUT-IN-BAY HIGH SCHOOL,,,,1298293285,548 CATAWBA AVE,PUT-IN-BAY,OH,43456,-82.8206714,41.65027678,,,
S,PUTMAN ELEMENTARY SCHOOL,49580,,12707501,1296966522,327 E BALDWIN ST,BLANCHESTER,OH,45107,-83.98674441,39.29753488,,,
S,PUTNAM ELEMENTARY SCHOOL,50782,,12686846,1004680550,598 MASONIC PARK RD,MARIETTA,OH,45750,-81.4801365,39.47399535,,,
S,PYMATUNING VALLEY HIGH SCHOOL,,,,1311798414,5571 RT 6 W,ANDOVER,OH,44003,-80.58468207,41.61112244,,,
S,PYMATUNING VALLEY MIDDLE SCHOOL,,,,1311798415,5445 RT 6,ANDOVER,OH,44003,-80.5880064,41.60945425,,,
S,PYMATUNING VALLEY PRIMARY ELEMENTARY SCHOOL,16022436,,,1311798414,5571 STATE ROUTE 6,ANDOVER,OH,44003,-80.58545999,41.60934236,,,
S,QUAKER DIGITAL ACADEMY,,,,1004739583,400 MILL AVE SE SUITE 901,NEW PHILADELPHIA,OH,44663,-81.44951854,40.48832941,,,1000
S,QUAKER PREPARATORY ACADEMY,,,,1004739583,400 MILL AVE SE STE 901,NEW PHILADELPHIA,OH,44663,-81.44107268,40.48049222,,,
S,QUEEN CITY CAREER PREP HIGH SCHOOL,,,,1317602491,2170 GILBERT AVE,CINCINNATI,OH,45206,-84.48889337,39.12718296,,,1000
S,R B CHAMBERLIN MIDDLE SCHOOL,,,,1007653085,10270 RAVENNA RD,TWINSBURG,OH,44087,-81.45607416,41.32137105,,,1000
S,R C WATERS ELEMENTARY SCHOOL,46692,,,1298277799,220 E OTTAWA ST,OAK HARBOR,OH,43449,-83.14083602,41.510302,,,
S,R G DRAGE CAREER TECHNICAL CTR,48939,,,1007050230,2800 RICHVILLE DR SE,MASSILLON,OH,44646,-81.47888527,40.76706613,,,
S,RAGERSVILLE ELEMENTARY SCHOOL,49012,,12666608,1004702615,2405 RAGERSVILLE RD SW,SUGARCREEK,OH,44681,-81.63036232,40.44909862,,,
S,RAINSBORO ELEMENTARY SCHOOL,,,,1002454235,12916 BARRETT MILL RD,BAINBRIDGE,OH,45612,-83.42185376,39.21836294,,,
S,RALPH C STARKEY (CJCF),,,,1001937234,640 ISLAND RD,CIRCLEVILLE,OH,43113,-82.95214831,39.61163918,,,1000
S,RALPH E. WAITE ELEMENTARY,,,,1005698621,4765 COBBLESTONE PARK DRIVE,MEDINA,OH,44256,-81.85875397,41.1028596,,,1000
S,RANDALL PARK HIGH SCHOOL,,,,1364875032,4836 NORTHFIELD RD,NORTH RANDALL,OH,44128,-81.59715599,41.48824113,,,
S,RANGER HIGH TECH ACADEMY,,,,1350169811,5580 LEAR NAGLE RD,NORTH RIDGEVILLE,OH,44039,-81.99068777,41.408575,,,1000
S,RANGER HIGH TECH ACADEMY,,,,1350169811,5580 LEAR NAGLE RD,NORTH RIDGEVILLE,OH,44039,-81.99068777,41.408575,,,1000
S,RANSOM H BARR ELEMENTARY SCHOOL,49057,,12021010,1007132138,2000 47TH ST NE,CANTON,OH,44705,-81.34751947,40.84925232,,,1000
S,RAPID RUN MIDDLE SCHOOL,201536,,,1317685471,6345 RAPID RUN RD,CINCINNATI,OH,45233,-84.65982825,39.11188128,,,1000
S,RAVENNA HIGH SCHOOL,16053765,,,1005624877,6589 N CHESTNUT ST,RAVENNA,OH,44266,-81.23696761,41.15823077,,,1000
S,RAVENNA PRESCHOOL,,,,1005628674,531 WASHINGTON AVE,RAVENNA,OH,44266,-81.26692696,41.1580811,,,1000
S,RAYEN EARLY COLLEGE MIDDLE SCHOOL,48768,,13013040,1006477478,731 S HAZELWOOD AVE,YOUNGSTOWN,OH,44509,-80.69623072,41.09254614,,,1000
S,RAYMER ELEMENTARY SCHOOL,46899,,11913506,1007261086,550 RAYMER BLVD,TOLEDO,OH,43605,-83.51063226,41.6405966,,,1000
S,RAYMOND ELEMENTARY SCHOOL,45995,,,1298397449,21511 MAIN ST,RAYMOND,OH,43067,-83.4651431,40.33228663,,,
S,REACH ACADEMY,,,,1007265568,2014 CONSAUL ST,TOLEDO,OH,43605,-83.5007149,41.65911848,,,1000
S,REACH CENTER SUMMIT LAKE,16076538,,,1007563086,390 W CROSIER ST,AKRON,OH,44311,-81.54208437,41.05862637,,,1000
S,READING COMMUNITY HIGH SCHOOL,,,,1317723184,810 E COLUMBIA AVE,READING,OH,45215,-84.42669985,39.22086574,,,1000
S,READING COMMUNITY MIDDLE SCHOOL,,,,1317723184,810 E COLUMBIA AVE,READING,OH,45215,-84.44206834,39.2264698,,,1000
S,READING INTERMEDIATE ELEMENTARY SCHOOL,,,,1317723184,810 E COLUMBIA AVE,READING,OH,45215,-84.42350108,39.22380231,,,1000
S,READING PRIMARY ELEMENTARY SCHOOL,,,,1317723184,810 E COLUMBIA AVE,READING,OH,45215,-84.44223009,39.22737413,,,1000
S,REAGAN ELEMENTARY SCHOOL,16081807,,,1002206175,850 JACKSON DR,ASHLAND,OH,44805,-82.30395663,40.86781364,,,1000
S,RED RAIDER PRESCHOOL,47591,,13111554,1006031511,350 CEDARBROOK DR,PAINESVILLE,OH,44077,-81.24839219,41.71043245,,,
S,REDWOOD ELEMENTARY SCHOOL,47360,,,1350282035,32967 REDWOOD BLVD,AVON LAKE,OH,44012,-82.02839983,41.50177159,,,
S,REDWOOD ELEMENTARY SCHOOL,47360,,,1350282035,32967 REDWOOD BLVD,AVON LAKE,OH,44012,-82.02839983,41.50177159,,,
S,REES E. PRICE ACADEMY,16047260,,,1317629777,1228 CONSIDINE AVE,CINCINNATI,OH,45204,-84.56203624,39.11467624,,,1000
S,REGENERATION BOND HILL,,,,1317598155,5158 FISHWICK DR,CINCINNATI,OH,45216,-84.48089056,39.18181601,,,1000
S,REGENT HIGH SCHOOL,,,,1364872578,5806 BROADWAY AVE,CLEVELAND,OH,44127,-81.64984577,41.46531455,,,1000
S,REID ELEMENTARY SCHOOL,,,,1314171936,3640 E HIGH ST,SPRINGFIELD,OH,45505,-83.74377443,39.91312287,,,
S,REILLY ELEMENTARY SCHOOL,48667,,,1005467358,491 REILLY AVE,SALEM,OH,44460,-80.84911261,40.89789145,,,
S,RENAISSANCE ACADEMY,16057924,,31703978,1320804778,1555 ELAINE RD,COLUMBUS,OH,43227,-82.88130319,39.92656508,,,1000
