CAI Type,Entity name,Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Explanation,Broadband Need,Broadband Availability
H,ARK VALLEY ORTHOTICS & PROSTHETICS,,20149509,,1340215702,12911 E 21ST ST N,WICHITA,KS,67230,-97.18817363,37.72262283,,1000,1000
F,AVITA HEALTH & REHAB AT REEDS COVE,,,,1340215667,2114 N. 127th Court E,Wichita,KS,67206,-97.18665148,37.72152872,,1000,1000
H,"ST ANTHONY'S SENIOR CARE HOSPITAL, LLC",,174023,,1340215667,2114 N. 127TH COURT EAST,WICHITA,KS,67206,-97.18665148,37.72152872,,1000,1000
H,AVITA HEALTH AND REHAB AT REEDS COVE,,175532,,1340215667,2114 N 127TH COURT EAST,WICHITA,KS,67228,-97.18665148,37.72152872,,1000,1000
H,TODD GIANNETTI AND RALSTON EYECARE PA,,1326620527,,1340215470,301 E MAIN ST,VALLEY CENTER,KS,67147,-97.36901272,37.83188175,,1000,1000
H,"ASCENSION MEDICAL GROUP VIA CHRISTI, PA",,1013145747,,1340214923,818 N CARRIAGE PKWY,WICHITA,KS,67208,-97.27059087,37.69811748,,1000,
H,"IMMEDIATE MEDICAL CARE, PA",,20155791,,1340214918,5838 E CENTRAL AVE,WICHITA,KS,67208,-97.26823464,37.69428109,,1000,1000
H,IMMEDIATE MEDICAL CARE PA,,1134659782,,1340214918,5838 E CENTRAL AVE,WICHITA,KS,67208,-97.26823464,37.69428109,,1000,1000
H,HAUS OF CLARITY LLC,,1366448177,,1340214915,650 N CARRIAGE PKWY,WICHITA,KS,67208,-97.26778959,37.69679124,,1000,1000
H,DANDURAND INC.,,20142465,,1340214914,800 N CARRIAGE PKWY,WICHITA,KS,67208,-97.26893461,37.69810748,,1000,
H,"WICHITA FAMILY MEDICINE SPECIALISTS, LLC",,1265813166,,1340214914,800 N CARRIAGE PKWY,WICHITA,KS,67208,-97.26893461,37.69810748,,1000,
S,ENTERPRISE ELEM,77801,,2399008593,1340214356,3605 S Gold St,Wichita,KS,67217,-97.31100192,37.63777734,,1000,1000
H,WICHITA RADIOLOGICAL GROUP PROF ASSOC,,1013564020,,1340214323,551 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69595716,,1000,1000
H,WICHITA SURGICAL SPECIALISTS PA,,1275756132,,1340214323,551 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69595716,,1000,1000
H,WESLEY PHYSICIAN SERVICES LLC,,1295118677,,1340214323,551 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69595716,,1000,1000
H,"WICHITA OB-GYN ASSOCIATES, PA",,1316990781,,1340214323,551 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69595716,,1000,1000
H,HEARTLAND WOMEN'S GROUP AT WESLEY LLC,,1386834448,,1340214323,551 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69595716,,1000,1000
S,JACKSON ELEMENTARY,16030140,,2399039775,1340212236,2717 N Woodlawn,Wichita,KS,67220,-97.26537335,37.73445201,,1000,
F,MEADOWLARK ADULT CARE HOME 1,,,,1340212007,438 S SOCORA,Wichita,KS,67209,-97.43958977,37.67627729,,1000,1000
G,FEDERAL LEASED BUILDING,,,,1340210493,7920 W KELLOGG DR,WICHITA,KS,67209,-97.4338731,37.67297886,,1000,1000
H,SELECT PHYSICAL THERAPY HOLDINGS INC,,1417389214,,1340210058,1855 S ROCK RD,WICHITA,KS,67207,-97.24592831,37.65991656,,1000,1000
H,HOME CARE EQUIPMENT INC,,20223261,,1340209322,703 W 53RD ST N,WICHITA,KS,67204,-97.34536735,37.78086165,,1000,1000
S,PAUL B COOPER ELEM,77649,,2399010679,1340209132,4625 Juniper,Wichita,KS,67216,-97.30102396,37.60772196,,1000,
S,COLVIN ELEM,77591,,2399039775,1340208935,2820 S Roosevelt,Wichita,KS,67210,-97.28771759,37.66711638,,1000,1000
S,OAK STREET ELEMENTARY SCHOOL K-4,77419,,2399004922,1340208753,501 N Oak,Goddard,KS,67052,-97.57703452,37.6613977,,1000,1000
F,ABAL HOME INC,,,,1340208632,2506 ANGEL ST,Wichita,KS,67217,-97.37105692,37.61040761,,1000,1000
H,ICT INTERNAL MEDICINE AND PAIN MANAGEMENT LLC,,1124100276,,1340208568,7329 W VILLAGE CIR,WICHITA,KS,67205,-97.42799551,37.75700037,,1000,1000
H,"ASCENSION MEDICAL GROUP VIA CHRISTI, PA",,1134430853,,1340208564,4013 N RIDGE RD,WICHITA,KS,67205,-97.42720654,37.75628629,,1000,
H,KANSAS SPINE ANESTHESIA CORPORATION PA,,1245232842,,1340208564,4013 N RIDGE RD,WICHITA,KS,67205,-97.42720654,37.75628629,,1000,
H,WICHITA DERMATOLOGY LLC,,1356701726,,1340208564,4013 N RIDGE RD,WICHITA,KS,67205,-97.42720654,37.75628629,,1000,
F,SURGERY CENTER OF KANSAS,,,,1340208547,7550 WEST VILLAGE CIRCLE,Wichita,KS,67205,-97.43032385,37.75882145,,1000,
H,KANSAS SPINE ANESTHESIA CORPORATION PA,,1013961804,,1340208547,7550 W VILLAGE CIR,WICHITA,KS,67205,-97.43032385,37.75882145,,1000,
H,"KANSAS ORTHOPAEDIC CENTER, PA",,1043404940,,1340208547,7550 W VILLAGE CIR,WICHITA,KS,67205,-97.43032385,37.75882145,,1000,
H,CARDIOVASCULAR CARE PA,,1164493201,,1340208456,925 N HILLSIDE ST,WICHITA,KS,67214,-97.29949076,37.69975754,,1000,
H,RESOLUTIONS INDIVIDUAL COUPLE AND FAMILY THERAPY LLC,,1407191513,,1340208318,807 N WACO AVE,WICHITA,KS,67203,-97.34254007,37.69771834,,1000,1000
H,SOMA RECOVERY LLC,,1235102633,,1340208315,825 N WACO AVE,WICHITA,KS,67203,-97.34270609,37.69815048,,1000,5000
C,INTAKE SITE AT FORT LEAVENWORTH,,,,1340208305,5500 East Kellogg,Wichita,KS,67218,-97.2718909,37.68004167,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
C,VETERANS AFFAIRS - WICHITA REGIONAL OFFICE,,,,1340208305,5500 E. Kellogg,Wichita,KS,67211,-97.2718909,37.68004167,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
F,"VA MEDICAL CENTER - WICHITA, KS",,,,1340208305,5500 E Kellogg Dr,Wichita,KS,67218,-97.2718909,37.68004167,,1000,1000
H,WALMART PHARMACY 10-3103,,20031291,,1340207963,18631 W KELLOGG DR,GODDARD,KS,67052,-97.57172899,37.66363093,,1000,1000
H,KANSAS IMAGING CONSULTANTS PA,,1134260565,,1340207405,1531 N CASTLE ROCK ST,WICHITA,KS,67230,-97.17558937,37.71149171,,1000,1000
F,WICHITA PRESBYTERIAN MANOR,,,,1340207274,4700 W 13TH ST N,Wichita,KS,67212,-97.39804062,37.71058862,,1000,1000
H,WICHITA PRESBYTERIAN MANOR,,175301,,1340207274,4700 W 13TH STREET NORTH,WICHITA,KS,67212,-97.39804062,37.71058862,,1000,1000
S,WELLS ALTERNATIVE MIDDLE SCHOOL,77647,,2399039775,1340206948,1221 E Galena,Wichita,KS,67216,-97.32284,37.62928259,,1000,1000
H,EYE CARE ASSOCIATES,,20281977,,1340206741,321 S HILLSIDE ST,WICHITA,KS,67211,-97.29929074,37.68180175,,1000,5000
F,HARRY HYNES MEMORIAL HOSPICE,,,,1340205928,313 S MARKET,Wichita,KS,67202,-97.33721254,37.68325199,,1000,1000
H,HARRY HYNES MEMORIAL HOSPICE,,171500,,1340205928,313 S MARKET STREET,WICHITA,KS,67202,-97.33721254,37.68325199,,1000,1000
H,BRIDGES HEALTHCARE INC,,1174873160,,1340205928,313 S MARKET ST,WICHITA,KS,67202,-97.33721254,37.68325199,,1000,1000
C,SOUTH CENTRAL  WICHITA WEST ORACHARD SALVATION ARMY,,,,1340205912,350 N. Market St,Wichita,KS,67202,-97.33649546,37.69105077,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
S,OAKLAWN ELEM,77653,,2399010679,1340205904,5000 S Clifton,Wichita,KS,67216,-97.29324514,37.60175774,,1000,
S,HADLEY MIDDLE SCHOOL,77608,,2399039775,1340205486,1101 Dougherty,Wichita,KS,67212,-97.39562838,37.70415608,,1000,
S,EARHART ENVIRON MAGNET ELEM,77560,,2399039775,1340205308,4401 N Arkansas,Wichita,KS,67204,-97.3478285,37.76381695,,1000,
C,WICHITA INDOCHINESE CENTER,,,,1340205274,2502 E Douglas Ave,Wichita,KS,67214,-97.30674049,37.68655822,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
S,ROSSVILLE ELEM,77034,,2399019470,1311911817,312 E Pottawatomie,Rossville,KS,66533,-95.94858967,39.13944151,,1000,
S,ELMONT ELEM,77134,,2399019498,1311911346,6432 NW Elmont Rd,Topeka,KS,66618,-95.70310113,39.16251182,,1000,1000
H,THE HEALTHCARE RESORT OF TOPEKA,,175555,,1311911197,6300 SW 6TH AVENUE,TOPEKA,KS,66615,-95.76941276,39.05907757,,1000,1000
H,DOUGS PHARMACY AND FLOWERMART,,20259435,,1311911096,430 MAIN ST,ROSSVILLE,KS,66533,-95.95195191,39.13766233,,1000,1000
S,RASMUSSEN UNIVERSITY-KANSAS,,,,1311910630,620 SW Governor View,Topeka,KS,66606,-95.75169098,39.05628729,,1000,
S,PAULINE SOUTH INTERMEDIATE,77060,,2399033091,1311908230,7035 SW Morrill Rd,Wakarusa,KS,66546,-95.70708452,38.94019868,,1000,
S,SPECIAL SERVICES,,,2399019470,1311908060,303 E Hwy 24,Rossville,KS,66533,-95.94877369,39.13299886,,1000,
S,ROSSVILLE JR.-SR. HIGH SCHOOL,77035,,2399019470,1311908058,800 Main,Rossville,KS,66533,-95.94958977,39.1323718,,1000,
S,SILVER LAKE ELEM,77052,,2399027830,1311908036,200 Rice Rd,Silver Lake,KS,66539,-95.85330615,39.10359092,,1000,
F,ROSSVILLE POLICE DEPT,,,,1311908022,527 Pearl St,Rossville,KS,66533,-95.95114093,39.13555212,,1000,
F,ROSSVILLE HEALTHCARE & REHAB CTR,,,,1311907832,600 PERRY,Rossville,KS,66533,-95.94344516,39.13625129,,1000,1000
H,ROSSVILLE HEALTHCARE & REHAB CENTER,,175397,,1311907832,600 PERRY,ROSSVILLE,KS,66533,-95.94344516,39.13625129,,1000,1000
F,AUBURN POLICE DEPT,,,,1311907659,161 W 9th St,Auburn,KS,66402,-95.81724554,38.90744131,,1000,
S,AUBURN ELEMENTARY,76929,,2399033091,1311907654,810 N Commercial,Auburn,KS,66402,-95.81823464,38.90685725,,1000,
H,SERC REHABILITATION PARTNERS LLC,,1033343033,,1311907215,3405 NW HUNTERS RIDGE TERR,TOPEKA,KS,66618,-95.71269008,39.12970754,,1000,1000
H,"SUNFLOWER PROMPT CARE, LLC",,1134398092,,1311907215,3405 NW HUNTERS RIDGE TER,TOPEKA,KS,66618,-95.71269008,39.12970754,,1000,1000
H,SUNFLOWER PRIMARY CARE LLC,,1184734816,,1311907215,3405 NW HUNTERS RIDGE TERRACE,TOPEKA,KS,66618,-95.71269008,39.12970754,,1000,1000
H,DRS PRICE YOUNG ODLE AND HORSCH PA,,1164861530,,1311906757,4745 NW HUNTERS RIDGE CIR,TOPEKA,KS,66618,-95.71675649,39.13270784,,1000,
F,TOPEKA POLICE COMMUNITY OFFICE,,,,1311906007,801 NE Poplar St,Topeka,KS,66616,-95.64414523,39.06676124,,1000,
F,SHAWNEE COUNTY FIRE DISTRICT 2,,,,1311905343,110 E 10th ST,Auburn,KS,66402,-95.8158453,38.90809747,,1000,
S,TECUMSEH SOUTH ELEM,77058,,2399024726,1311905252,3346 SE Tecumseh Rd,Tecumseh,KS,66542,-95.58569538,39.00594016,,1000,
H,BLOOMFIELD PHYSICAL THERAPY,,1306387089,,1311905048,4310 SE HEATHCLIFF DR,TECUMSEH,KS,66542,-95.55377819,38.98906157,,1000,1000
S,WEST INDIANOLA ELEM,77135,,2399019498,1311904905,4201 NW Brickyard Rd,Topeka,KS,66618,-95.72593931,39.12225689,,1000,
S,SHAWNEE HEIGHTS MIDDLE,77057,,2399024726,1311901941,4335 SE Shawnee Heights Road,Tecumseh,KS,66542,-95.56211703,38.99097066,,1000,
S,SHAWNEE HEIGHTS HIGH,77059,,2399024726,1311901941,4201 SE Shawnee Heights Rd,Tecumseh,KS,66542,-95.56211703,38.99097066,,1000,
S,JAY SHIDELER ELEMENTARY,77103,,2399033091,1311901764,4948 SW Wanamaker,Topeka,KS,66610,-95.76144596,38.9763972,,1000,
F,THE HOMESTEAD OF AUBURN,,,,1311901106,280 E VALLEY SPRINGS DR,Auburn,KS,66402,-95.81390111,38.91176774,,1000,1000
S,Kansas State University,,,,1311900664,6347 NW 17th St,Topeka,KS,66618,-95.77041286,39.07746731,,1000,150
L,ROSSVILLE COMMUNITY LIBRARY,137667,,2399021364,1311900183,407 Main,Rossville,KS,66533,-95.95244006,39.13853242,,1000,1000
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1356696967,,1311900180,423 N MAIN ST,ROSSVILLE,KS,66533,-95.95243406,39.13800747,,1000,1000
S,NORTH FAIRVIEW,77133,,2399019498,1311900051,1941 NE 39th,Topeka,KS,66617,-95.61364018,39.11609227,,1000,
S,WASHBURN RURAL ALTERNATIVE HIGH SCHOOL,,,2399033091,1311899706,5900 SW 61st St,Topeka,KS,66619,-95.75892861,38.95757032,,1000,
S,WASHBURN RURAL HIGH,77139,,2399033091,1311899706,5900 SW 61st,Topeka,KS,66619,-95.75892861,38.95757032,,1000,
S,NEW BEGINNINGS,,,2399033091,1311899705,5740 SW 61st ST,Topeka,KS,66619,-95.75539035,38.95794136,,1000,
S,TALLGRASS STUDENT LEARNING CENTER,,,2399033091,1311899705,5740 SW 61st ST,Topeka,KS,66619,-95.75539035,38.95794136,,1000,
S,WASHBURN RURAL MIDDLE SCHOOL,77138,,2399033091,1311899705,5620 SW 61st,Topeka,KS,66619,-95.75539035,38.95794136,,1000,
S,BERRYTON ELEM,76935,,2399024726,1311899539,2921 SE 69th Street,Berryton,KS,66409,-95.62957377,38.94211888,,1000,
F,SHAWNEE HEIGHTS FIRE DISTRICT,,,,1311896951,2626 SE Shawnee Heights RD,Tecumseh,KS,66542,-95.55664548,39.02001167,,1000,
G,FIRST AMERICAN PLACE,,,,1311895650,1303 SW FIRST AMERICAN PL,TOPEKA,KS,66604,-95.75605642,39.04250182,,1000,
G,CITIZENS' UTILITY RATEPAYER BOARD,,,,1311895645,1500 SW Arrowhead Road,Topeka,KS,66604,-95.75630149,39.04074126,,1000,
G,"CORPORATION COMMISSION, KANSAS",,,,1311895645,1500 SW Arrowhead Road,Topeka,KS,66604,-95.75630149,39.04074126,,1000,
G,INSURANCE DEPARTMENT,,,,1311895644,1300 SW Arrowhead Rd,Topeka,KS,66604,-95.75667348,39.04259282,,1000,
F,VALEO RECOVERY CENTER,,,,1311895515,330 SW Oakley Avenue,Topeka,KS,66606,-95.71479029,39.06277184,,1000,
H,VALEO BEHAVIORAL HEALTH CARE INC,,1013977214,,1311895515,330 SW OAKLEY AVE,TOPEKA,KS,66606,-95.71479029,39.06277184,,1000,
H,VALEO BEHAVIORAL HEALTH CARE INC,,1336604214,,1311895514,400 SW OAKLEY,TOPEKA,KS,66606,-95.71454527,39.06140771,,1000,1000
S,SHAWNEE HEIGHTS ELEM,77085,,2399024726,1311895163,2410 SE Burton Dr,Topeka,KS,66605,-95.60349516,39.02364693,,1000,
S,TECUMSEH NORTH ELEM,77055,,2399024726,1311894169,314 SE Stanton Road,Tecumseh,KS,66542,-95.58045686,39.0493075,,1000,
H,"HERITAGE MENTAL HEALTH CLINIC, LLC",,1255586301,,1311894071,2110 SW BELLE AVE,TOPEKA,KS,66614,-95.75009582,39.02852642,,1000,1000
F,STORMONT-VAIL HEALTHCARE INC,,,,1311894008,1500 SW 10TH ST,Topeka,KS,66604,-95.69571239,39.0523478,,1000,
H,STORMONT VAIL HOSPITAL,,170086,,1311894008,1500 SW 10TH AVENUE,TOPEKA,KS,66604,-95.69571239,39.0523478,,1000,
H,RADIOLOGY AND NUCLEAR MEDICINE LLC,,1063478113,,1311894008,1500 SW 10TH AVE,TOPEKA,KS,66604,-95.69571239,39.0523478,,1000,
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1063610376,,1311894008,1500 SW 10TH AVE,TOPEKA,KS,66604,-95.69571239,39.0523478,,1000,
H,LINCOLN CENTER OB GYN PA,,1245664325,,1311894008,1500 SW 10TH AVE,TOPEKA,KS,66604,-95.69571239,39.0523478,,1000,
H,TOPEKA PATHOLOGY GROUP LLC,,1417971102,,1311894008,1500 SW 10TH AVE,TOPEKA,KS,66604,-95.69571239,39.0523478,,1000,
S,BAKER UNIVERSITY SCHOOL OF NURSING,,,,1311894008,1505 SW 8th Ave,Topeka,KS,66604,-95.69571239,39.0523478,,1000,
H,WALGREENS #3772,,19979631,,1311893968,2901 SE CALIFORNIA AVE,TOPEKA,KS,66605,-95.65249506,39.01469603,,1000,1000
F,CLARE BRIDGE OF TOPEKA,,,,1311893525,5800 SW DRURY LANE,Topeka,KS,66604,-95.752839,39.04053662,,1000,
F,THE HOMESTEAD OF TOPEKA,,,,1311893519,5820 SW DRURY LANE,Topeka,KS,66604,-95.75327814,39.04057762,,1000,
C,IBSA,,,,1311893274,501 SW Jackson St,Topeka,KS,66603,-95.67453427,39.05345791,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
C,NORTHEAST AT ACCESS SITE- TOPEKA RESOURCE CENTER FOR INDEPENDENT LIVING,,,,1311893274,501 Southwest Jackson St,Topeka,KS,66603,-95.67453427,39.05345791,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
F,FAIRLAWN HEIGHTS RESIDENTIAL CENTER,,,,1311893197,5400 SW 7TH ST,Topeka,KS,66606,-95.7468284,39.05700037,,1000,1000
C,YMCA OF TOPEKA,,,,1311893121,3635 SW Chelsea Dr,Topeka,KS,66614,-95.74890661,39.00065063,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
H,BREATHE OXYGEN SUPPLY INC,,20206989,,1311892710,5967 SW 29TH ST,TOPEKA,KS,66614,-95.76151797,39.01355692,,1000,1000
H,CAREGIVERS HOME HEALTH,,177242,,1311892709,2947 SW WANAMAKER DR,TOPEKA,KS,66614,-95.75918473,39.01306297,,1000,
H,KANSAS MEDICAL CLINIC PA,,1164430740,,1311892672,2921 SWWANAMAKER DR,TOPEKA,KS,66614,-95.75895661,39.01368193,,1000,1000
H,TOPEKA PHYSICIAN GROUP LLC,,1053370585,,1311892223,600 SW COLLEGE AVE,TOPEKA,KS,66606,-95.69797351,39.05747831,,1000,
S,WILLIAMS SCIENCE AND FINE ARTS MAGNET SCHOOL,77109,,2399022686,1311892181,1301 SE Monroe St,Topeka,KS,66612,-95.67618943,39.04080765,,1000,
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1174242614,,1311891874,830 SW MULVANE ST,TOPEKA,KS,66606,-95.69813963,39.05375694,,1000,1000
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1043889371,,1311891730,1414 SW 8TH AVE,TOPEKA,KS,66606,-95.69342316,39.05454102,,1000,
G,"WILDLIFE, PARKS & TOURISM, DEPARTMENT OF",,,,1311891256,1020 South Kansas Ave,Topeka,KS,66612,-95.67566732,39.04494168,,1000,
F,THE KANSAS REHABILITATION HOSPITAL,,,,1311890905,1504 SW 8TH AVE,Topeka,KS,66606,-95.69490121,39.05485705,,1000,
F,THE KANSAS REHABILITATION HOSPITAL LTCU,,,,1311890905,1504 SW 8TH AVENUE,Topeka,KS,66606,-95.69490121,39.05485705,,1000,
H,"KANSAS REHABILITATION HOSPITAL, A JOINT VENTURE OF",,173025,,1311890905,1504 SW 8TH AVENUE,TOPEKA,KS,66606,-95.69490121,39.05485705,,1000,
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1336186329,,1311890905,1504 SW 8TH AVE,TOPEKA,KS,66606,-95.69490121,39.05485705,,1000,
F,BRIGHTON PLACE NORTH,,,,1311890591,1301 NE JEFFERSON ST,Topeka,KS,66608,-95.65877869,39.07183775,,1000,5000
H,BRIGHTON PLACE NORTH,,,,1311890591,1301 NE JEFFERSON STREET,TOPEKA,KS,66608,-95.65877869,39.07183775,,1000,5000
F,MCCRITE PLAZA HEALTH CENTER,,,,1311890519,1610 SW 37TH ST,Topeka,KS,66611,-95.69773459,39.0023478,,1000,1000
H,MCCRITE PLAZA HEALTH CENTER,,175171,,1311890519,1610 SW 37TH STREET,TOPEKA,KS,66611,-95.69773459,39.0023478,,1000,1000
S,NORTHERN HILLS ELEMENTARY,17009436,,2399019498,1311890386,5620 NW Topeka Blvd,Topeka,KS,66617,-95.66271209,39.14572114,,1000,
F,MOORE ADULT CARE HOME,,,,1311889680,515 NW 35TH ST,Topeka,KS,66617,-95.66693941,39.10924659,,1000,1000
G,JUDICIAL BRANCH,,,,1311888786,301 SW 10th Ave,Topeka,KS,66612,-95.67914077,39.04552274,,1000,
G,JUDICIAL COUNCIL,,,,1311888786,301 SW 10th Ave,Topeka,KS,66612,-95.67914077,39.04552274,,1000,
S,STOUT ELEM,77105,,2399022686,1311888664,2303 SW College Ave,Topeka,KS,66611,-95.70119593,39.0263662,,1000,
S,CHASE MIDDLE SCHOOL,77125,,2399022686,1311888550,2250 NE State St,Topeka,KS,66616,-95.64330115,39.06165773,,1000,
S,STATE STREET ELEM,77126,,2399022686,1311888550,500 NE Sumner St,Topeka,KS,66616,-95.64330115,39.06165773,,1000,
S,ROBINSON MIDDLE SCHOOL,77077,,2399039775,1311888329,1125 SW 14th St,Topeka,KS,66604,-95.692845,39.04057162,,1000,
F,TOPEKA CITY POLICE DEPT,,,,1311888311,1534 SW Clay St,Topeka,KS,66604,-95.69122894,39.03950652,,1000,
S,MCCLURE ELEM,77113,,2399022686,1311887628,2529 SW Chelsea Dr,Topeka,KS,66614,-95.74739055,39.02107177,,1000,1000
F,TOPEKA PRESBYTERIAN MANOR,,,,1311887523,4712 SW 6TH AVE,Topeka,KS,66606,-95.74063988,39.06003667,,1000,1000
H,TOPEKA PRESBYTERIAN MANOR,,175297,,1311887523,4712 SW 6TH AVE,TOPEKA,KS,66606,-95.74063988,39.06003667,,1000,1000
S,HAYDEN CATHOLIC HIGH SCHOOL,77094,,,1311887401,401 SW GAGE BLVD,TOPEKA,KS,66606,-95.72637345,39.06154272,,1000,
F,WINTER MEADOW HOMES I,,,,1311887248,2832 SW MULVANE ST,Topeka,KS,66611,-95.69829564,39.01848641,,1000,5000
H,HEIGHTS ATLAS ORTHOGONAL CHIROPRACTIC CLINIC PA,,1255648671,,1311887003,3444 SE 6TH AVE,TOPEKA,KS,66607,-95.62326214,39.04459202,,1000,1000
H,ACCESS SERENITY OF LOUISIANA LLC,,1033181672,,1311886718,1334 SW BUCHANAN ST,TOPEKA,KS,66604,-95.692845,39.0413077,,1000,1000
F,STORMONT-VAIL WEST,,,,1311886646,3707 SW Sixth Avenue,Topeka,KS,66606,-95.72266708,39.05764733,,1000,1000
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1003296021,,1311886646,3707 SW 6TH AVE,TOPEKA,KS,66606,-95.72266708,39.05764733,,1000,1000
F,ATRIA HEARTHSTONE WEST,,,,1311886643,3515 SW 6TH AVE,Topeka,KS,66606,-95.72002382,39.05766133,,1000,1000
C,TOPEKA WORKFORCE CENTER,,,,1311886453,1430 SW Topeka Boulevard,Topeka,KS,66612,-95.68239005,39.04013168,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
F,POLICE ATHLETIC LEAGUE,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,POLICE DEPT DETECTIVE DIV,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,SHAWNEE COUNTY EMERGENCY COMMUNICATIONS CENTER,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,SHAWNEE COUNTY SHERIFFS OFFICE,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA ANIMAL CONTROL,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE ANIMAL CONTROL,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE CHIEF,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE CRIME PREVENTION,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE DEPARTMENT,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE DEPT,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE JUVENILE DIV,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE NARCOTICS BUREAU,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE PATROL DIV,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE RECORDS BUREAU,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE TRAFFIC DIV,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
F,TOPEKA POLICE TRAINING,,,,1311886445,320 S Kansas Ave,Topeka,KS,66603,-95.67053487,39.05499106,,1000,
H,CVS PHARMACY# 10244,,19902927,,1311886281,3901 SW 21ST ST,TOPEKA,KS,66604,-95.72573939,39.02894046,,1000,1000
F,TOPEKA POLICE DEPT,,,,1311886161,1800 SW Wanamaker Rd,Topeka,KS,66604,-95.75867868,39.0353371,,1000,1000
F,STORMONT-VAIL SINGLE DAY SURGERY,,,,1311885147,823 SW MULVANE ST,Topeka,KS,66606,-95.69875669,39.05411108,,1000,
H,ANESTHESIA ASSOCIATES OF TOPEKA PA,,1356913594,,1311885147,823 SW MULVANE ST,TOPEKA,KS,66606,-95.69875669,39.05411108,,1000,
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1396073201,,1311885147,823 SW MULVANE ST,TOPEKA,KS,66606,-95.69875669,39.05411108,,1000,
G,"LABOR, KANSAS DEPARTMENT OF",,,,1311885037,401 SW Topeka Blvd,Topeka,KS,66603,-95.67843966,39.05588015,,1000,1000
H,PRIME TMS LLC,,1073087110,,1311884941,1725 SW GAGE BLVD,TOPEKA,KS,66604,-95.72533435,39.03521719,,1000,1000
S,TOPEKA LUTHERAN SCHOOL,77092,,2399022686,1311884826,701 SW ROOSEVELT ST,TOPEKA,KS,66606,-95.70362318,39.05727139,,1000,
H,VALEO BEHAVIORAL HEALTH CARE INC,,1134535842,,1311884815,2401 SW 6TH AVE,TOPEKA,KS,66606,-95.70418423,39.05823849,,1000,
H,CRAIG HOMECARE,,178102,,1311884685,1601 SW LANE ST,TOPEKA,KS,66604,-95.69649546,39.03855642,,1000,2000
H,RESTORE PHYSICAL THERAPY PA,,1033414644,,1311884685,1601 SW LANE ST,TOPEKA,KS,66604,-95.69649546,39.03855642,,1000,2000
H,BEIER CHARLES G O,,20175081,,1311883657,2400 SW 29TH ST,TOPEKA,KS,66611,-95.70833965,39.01554012,,1000,
